OF_id,fornecedor,data_emissao,prazo_entrega,data_entrega_real,valor,categoria,dias_prazo,dias_para_vencer,dias_entrega_real,valor_log,atraso,taxa_atraso_fornecedor,total_of_fornecedor,valor_medio_fornecedor
174,Fornecedor_19,2023-08-08,2023-08-25,2023-08-24,19603.14,Medicamentos,17,-1009,16,9.883496047403654,0,0.3793103448275862,58,30085.888275862068
175,Fornecedor_5,2023-06-27,2023-07-20,2023-07-26,13650.14,Tecnologia,23,-1045,29,9.521578313609314,1,0.41304347826086957,46,26724.331521739132
176,Fornecedor_18,2023-10-31,2023-11-12,2023-11-14,34590.26,Insumos,12,-930,14,10.451356327980701,1,0.3409090909090909,44,23445.405000000002
177,Fornecedor_19,2023-02-15,2023-02-28,2023-02-26,32486.0,Insumos,13,-1187,11,10.38859528829649,0,0.3793103448275862,58,30085.888275862068
178,Fornecedor_8,2023-12-10,2023-12-29,2023-12-28,38162.24,Medicamentos,19,-883,18,10.549628027618319,0,0.3269230769230769,52,28221.404230769233
179,Fornecedor_7,2023-05-25,2023-06-01,2023-05-31,21857.16,Tecnologia,7,-1094,6,9.992329586184209,0,0.3269230769230769,52,26954.52903846154
180,Fornecedor_10,2023-08-23,2023-08-31,2023-09-01,26191.18,Tecnologia,8,-1003,9,10.17321617191473,1,0.34545454545454546,55,25275.839636363635
181,Fornecedor_8,2023-02-15,2023-03-08,2023-03-07,40690.51,Insumos,21,-1179,20,10.613774750162182,0,0.3269230769230769,52,28221.404230769233
182,Fornecedor_16,2023-11-19,2023-12-04,2023-12-03,27039.65,Equipamentos,15,-908,14,10.20509656832952,0,0.2545454545454545,55,23819.375818181816
183,Fornecedor_16,2023-10-30,2023-11-08,2023-11-08,14876.62,Insumos,9,-934,9,9.607613349357761,0,0.2545454545454545,55,23819.375818181816
184,Fornecedor_14,2023-03-05,2023-03-26,2023-03-24,42405.34,Equipamentos,21,-1161,19,10.655053158343694,0,0.3404255319148936,47,27536.185319148935
185,Fornecedor_12,2023-11-28,2023-12-18,2023-12-18,43213.36,Equipamentos,20,-894,20,10.673928126404507,0,0.20512820512820512,39,27436.36
186,Fornecedor_3,2023-02-05,2023-02-20,2023-02-20,4420.51,Equipamentos,15,-1195,15,8.394236545689134,0,0.24444444444444444,45,23814.126444444442
187,Fornecedor_4,2023-02-03,2023-02-10,2023-02-13,45299.65,Medicamentos,7,-1205,10,10.721076660154054,1,0.32,50,24059.582799999996
188,Fornecedor_7,2023-05-11,2023-05-29,2023-05-31,32358.16,Tecnologia,18,-1097,20,10.384652412862708,1,0.3269230769230769,52,26954.52903846154
189,Fornecedor_6,2023-03-25,2023-04-14,2023-04-20,44142.1,Tecnologia,20,-1142,26,10.695191908427558,1,0.28888888888888886,45,26625.86022222222
190,Fornecedor_8,2023-02-18,2023-03-03,2023-03-04,32803.96,Medicamentos,13,-1184,14,10.398335002451912,1,0.3269230769230769,52,28221.404230769233
191,Fornecedor_17,2023-11-07,2023-11-15,2023-11-16,11298.25,Tecnologia,8,-927,9,9.33249163081632,1,0.37037037037037035,54,25592.20962962963
192,Fornecedor_15,2023-10-16,2023-11-06,2023-11-05,48662.68,Medicamentos,21,-936,20,10.792688240276142,0,0.34615384615384615,52,27936.5375
193,Fornecedor_13,2023-09-11,2023-10-01,2023-09-30,28045.59,Medicamentos,20,-972,19,10.241622334933327,0,0.2786885245901639,61,27560.733770491803
194,Fornecedor_9,2023-06-06,2023-06-25,2023-06-23,17864.23,Equipamentos,19,-1070,17,9.790611644709928,0,0.22727272727272727,44,26572.065454545453
195,Fornecedor_11,2023-02-25,2023-03-19,2023-03-18,15000.56,Insumos,22,-1168,21,9.615909474676721,0,0.125,48,25942.747083333335
196,Fornecedor_11,2023-07-30,2023-08-19,2023-08-19,37752.03,Medicamentos,20,-1015,20,10.538821016356778,0,0.125,48,25942.747083333335
197,Fornecedor_16,2023-10-15,2023-10-23,2023-10-21,26850.32,Equipamentos,8,-950,6,10.198070260739772,0,0.2545454545454545,55,23819.375818181816
198,Fornecedor_10,2023-01-29,2023-02-12,2023-02-12,9788.96,Medicamentos,14,-1203,14,9.189112649714371,0,0.34545454545454546,55,25275.839636363635
199,Fornecedor_7,2023-08-11,2023-08-30,2023-08-29,45478.8,Insumos,19,-1004,18,10.725023550317424,0,0.3269230769230769,52,26954.52903846154
200,Fornecedor_15,2023-11-27,2023-12-04,2023-12-07,47946.82,Insumos,7,-908,10,10.777868615253038,1,0.34615384615384615,52,27936.5375
201,Fornecedor_8,2023-05-17,2023-06-03,2023-06-06,14196.76,Equipamentos,17,-1092,20,9.560839484667195,1,0.3269230769230769,52,28221.404230769233
202,Fornecedor_4,2023-04-20,2023-04-25,2023-04-30,29438.5,Insumos,5,-1131,10,10.290092589002937,1,0.32,50,24059.582799999996
203,Fornecedor_8,2023-04-10,2023-04-16,2023-04-14,10293.25,Equipamentos,6,-1140,4,9.23934076590964,0,0.3269230769230769,52,28221.404230769233
204,Fornecedor_20,2023-02-02,2023-02-09,2023-02-15,15714.39,Insumos,7,-1206,13,9.6623957659775,1,0.3220338983050847,59,21740.94559322034
205,Fornecedor_19,2023-01-09,2023-01-27,2023-01-27,45458.11,Medicamentos,18,-1219,18,10.724568519564208,0,0.3793103448275862,58,30085.888275862068
206,Fornecedor_16,2023-03-26,2023-04-11,2023-04-14,29687.81,Tecnologia,16,-1145,19,10.29852548611925,1,0.2545454545454545,55,23819.375818181816
207,Fornecedor_19,2023-02-20,2023-03-16,2023-03-17,29332.36,Equipamentos,24,-1171,25,10.28648071388273,1,0.3793103448275862,58,30085.888275862068
208,Fornecedor_16,2023-03-21,2023-04-06,2023-04-04,45295.28,Insumos,16,-1150,14,10.720980188893861,0,0.2545454545454545,55,23819.375818181816
209,Fornecedor_8,2023-06-19,2023-07-03,2023-07-02,6683.97,Tecnologia,14,-1062,13,8.807617001867037,0,0.3269230769230769,52,28221.404230769233
210,Fornecedor_10,2023-11-17,2023-12-07,2023-12-07,39658.12,Medicamentos,20,-905,20,10.58807621322449,0,0.34545454545454546,55,25275.839636363635
211,Fornecedor_16,2023-04-19,2023-05-07,2023-05-07,20160.98,Tecnologia,18,-1119,18,9.911553931648312,0,0.2545454545454545,55,23819.375818181816
212,Fornecedor_18,2023-07-31,2023-08-13,2023-08-11,22535.14,Tecnologia,13,-1021,11,10.022875521819483,0,0.3409090909090909,44,23445.405000000002
213,Fornecedor_14,2023-01-25,2023-02-05,2023-02-03,43411.58,Equipamentos,11,-1210,9,10.678504539837848,0,0.3404255319148936,47,27536.185319148935
214,Fornecedor_20,2023-04-24,2023-05-14,2023-05-15,31089.69,Equipamentos,20,-1112,21,10.344663696437918,1,0.3220338983050847,59,21740.94559322034
215,Fornecedor_6,2023-10-04,2023-10-18,2023-10-19,21466.75,Medicamentos,14,-955,15,9.974307087989487,1,0.28888888888888886,45,26625.86022222222
216,Fornecedor_14,2023-02-14,2023-03-05,2023-03-04,17308.92,Insumos,19,-1182,18,9.759035026553567,0,0.3404255319148936,47,27536.185319148935
217,Fornecedor_11,2023-09-29,2023-10-22,2023-10-21,30267.62,Insumos,23,-951,22,10.317866811283757,0,0.125,48,25942.747083333335
218,Fornecedor_13,2023-06-08,2023-06-14,2023-06-18,29901.81,Equipamentos,6,-1081,10,10.305707734896052,1,0.2786885245901639,61,27560.733770491803
219,Fornecedor_13,2023-10-03,2023-10-14,2023-10-14,24030.46,Insumos,11,-959,11,10.087119084271459,0,0.2786885245901639,61,27560.733770491803
220,Fornecedor_19,2023-09-09,2023-09-25,2023-09-23,18157.91,Insumos,16,-978,14,9.806916628327459,0,0.3793103448275862,58,30085.888275862068
221,Fornecedor_12,2023-06-04,2023-06-23,2023-06-27,37058.45,Insumos,19,-1072,23,10.52027865893052,1,0.20512820512820512,39,27436.36
222,Fornecedor_11,2023-08-24,2023-09-07,2023-09-05,9493.98,Equipamentos,14,-996,12,9.158518516872393,0,0.125,48,25942.747083333335
223,Fornecedor_17,2023-03-28,2023-04-12,2023-04-11,7527.35,Tecnologia,15,-1144,14,8.9264311732769,0,0.37037037037037035,54,25592.20962962963
224,Fornecedor_8,2023-08-16,2023-08-24,2023-08-27,48289.89,Medicamentos,8,-1010,11,10.784998209014587,1,0.3269230769230769,52,28221.404230769233
225,Fornecedor_19,2023-02-23,2023-03-17,2023-03-16,2149.34,Tecnologia,22,-1170,21,7.673381248153854,0,0.3793103448275862,58,30085.888275862068
226,Fornecedor_2,2023-09-01,2023-09-21,2023-09-20,10002.65,Insumos,20,-982,19,9.210705305379888,0,0.23255813953488372,43,24466.852790697674
227,Fornecedor_9,2023-10-18,2023-10-26,2023-10-27,43741.48,Tecnologia,8,-947,9,10.686074991297433,1,0.22727272727272727,44,26572.065454545453
228,Fornecedor_9,2023-04-11,2023-05-01,2023-05-01,26180.35,Insumos,20,-1125,20,10.172802604215384,0,0.22727272727272727,44,26572.065454545453
229,Fornecedor_4,2023-08-17,2023-08-28,2023-08-30,14557.32,Insumos,11,-1006,13,9.585917930477976,1,0.32,50,24059.582799999996
230,Fornecedor_13,2023-10-16,2023-10-31,2023-10-29,14082.28,Tecnologia,15,-942,13,9.55274355712779,0,0.2786885245901639,61,27560.733770491803
231,Fornecedor_12,2023-10-08,2023-10-18,2023-10-17,24031.01,Tecnologia,10,-955,9,10.087141970675626,0,0.20512820512820512,39,27436.36
232,Fornecedor_6,2023-07-31,2023-08-18,2023-08-19,20959.38,Tecnologia,18,-1016,19,9.95038926804163,1,0.28888888888888886,45,26625.86022222222
233,Fornecedor_3,2023-08-18,2023-09-06,2023-09-05,27275.98,Insumos,19,-997,18,10.213798402016963,0,0.24444444444444444,45,23814.126444444442
234,Fornecedor_4,2023-04-05,2023-04-25,2023-04-25,4001.0,Insumos,20,-1131,20,8.294549515143679,0,0.32,50,24059.582799999996
235,Fornecedor_17,2023-06-16,2023-06-25,2023-06-23,23642.85,Equipamentos,9,-1070,7,10.070858317819924,0,0.37037037037037035,54,25592.20962962963
236,Fornecedor_17,2023-06-25,2023-07-16,2023-07-20,41917.57,Equipamentos,21,-1049,25,10.643484205817655,1,0.37037037037037035,54,25592.20962962963
237,Fornecedor_4,2023-08-20,2023-09-13,2023-09-12,13085.2,Insumos,24,-990,23,9.479313518821986,0,0.32,50,24059.582799999996
238,Fornecedor_18,2023-03-21,2023-04-04,2023-04-05,9221.15,Equipamentos,14,-1152,15,9.12936347808655,1,0.3409090909090909,44,23445.405000000002
239,Fornecedor_20,2023-03-05,2023-03-29,2023-03-27,28233.21,Medicamentos,24,-1158,22,10.248289642257385,0,0.3220338983050847,59,21740.94559322034
240,Fornecedor_12,2023-03-29,2023-04-21,2023-04-19,25555.53,Medicamentos,23,-1135,21,10.148648140276949,0,0.20512820512820512,39,27436.36
241,Fornecedor_9,2023-10-26,2023-11-14,2023-11-12,28016.66,Medicamentos,19,-928,17,10.240590304626393,0,0.22727272727272727,44,26572.065454545453
242,Fornecedor_2,2023-07-22,2023-08-02,2023-08-01,19427.52,Insumos,11,-1032,10,9.874497368600549,0,0.23255813953488372,43,24466.852790697674
243,Fornecedor_15,2023-07-14,2023-07-24,2023-07-25,11184.75,Tecnologia,10,-1041,11,9.322395925766504,1,0.34615384615384615,52,27936.5375
244,Fornecedor_11,2023-08-05,2023-08-14,2023-08-14,10675.0,Tecnologia,9,-1020,9,9.275753510524416,0,0.125,48,25942.747083333335
245,Fornecedor_13,2023-08-15,2023-09-03,2023-09-08,49912.77,Insumos,19,-1000,24,10.818052195575694,1,0.2786885245901639,61,27560.733770491803
246,Fornecedor_2,2023-06-08,2023-06-20,2023-06-26,28240.86,Medicamentos,12,-1075,18,10.248560553460901,1,0.23255813953488372,43,24466.852790697674
247,Fornecedor_15,2023-05-26,2023-06-02,2023-05-31,47666.67,Equipamentos,7,-1093,5,10.772008669303457,0,0.34615384615384615,52,27936.5375
248,Fornecedor_14,2023-11-21,2023-12-09,2023-12-14,8131.68,Medicamentos,18,-903,23,9.003645791517876,1,0.3404255319148936,47,27536.185319148935
249,Fornecedor_20,2023-11-17,2023-12-02,2023-12-08,7681.83,Equipamentos,15,-910,21,8.946743247849438,1,0.3220338983050847,59,21740.94559322034
250,Fornecedor_19,2023-07-08,2023-07-30,2023-08-02,43429.34,Medicamentos,22,-1035,25,10.67891355418807,1,0.3793103448275862,58,30085.888275862068
251,Fornecedor_20,2023-07-26,2023-08-01,2023-08-04,40020.01,Insumos,6,-1033,9,10.597159845200576,1,0.3220338983050847,59,21740.94559322034
252,Fornecedor_10,2023-05-26,2023-06-13,2023-06-17,15148.07,Equipamentos,18,-1082,22,9.625694422914695,1,0.34545454545454546,55,25275.839636363635
253,Fornecedor_13,2023-06-17,2023-07-07,2023-07-05,47709.51,Equipamentos,20,-1058,18,10.772906988035917,0,0.2786885245901639,61,27560.733770491803
254,Fornecedor_14,2023-06-13,2023-07-05,2023-07-03,24518.64,Insumos,22,-1060,20,10.107229708050035,0,0.3404255319148936,47,27536.185319148935
255,Fornecedor_6,2023-06-06,2023-06-12,2023-06-11,49066.12,Tecnologia,6,-1083,5,10.800944435696557,0,0.28888888888888886,45,26625.86022222222
256,Fornecedor_20,2023-05-31,2023-06-16,2023-06-16,15357.68,Tecnologia,16,-1079,16,9.639436065508825,0,0.3220338983050847,59,21740.94559322034
257,Fornecedor_18,2023-10-22,2023-11-07,2023-11-07,7699.06,Insumos,16,-935,16,8.948983400019209,0,0.3409090909090909,44,23445.405000000002
258,Fornecedor_7,2023-06-19,2023-06-26,2023-06-25,43840.61,Equipamentos,7,-1069,6,10.688338645400126,0,0.3269230769230769,52,26954.52903846154
259,Fornecedor_16,2023-07-25,2023-08-01,2023-08-01,9329.88,Tecnologia,7,-1033,7,9.14108460879338,0,0.2545454545454545,55,23819.375818181816
260,Fornecedor_11,2023-11-23,2023-11-28,2023-11-27,18914.69,Equipamentos,5,-914,4,9.84774701538672,0,0.125,48,25942.747083333335
261,Fornecedor_1,2023-06-03,2023-06-27,2023-06-26,13653.6,Medicamentos,24,-1068,23,9.521831740179591,0,0.39215686274509803,51,26938.735098039215
262,Fornecedor_20,2023-08-19,2023-09-12,2023-09-10,46334.95,Tecnologia,24,-991,22,10.74367339667022,0,0.3220338983050847,59,21740.94559322034
263,Fornecedor_10,2023-08-29,2023-09-10,2023-09-09,42661.42,Equipamentos,12,-993,11,10.661073718030082,0,0.34545454545454546,55,25275.839636363635
264,Fornecedor_19,2023-02-18,2023-02-26,2023-02-26,26575.96,Equipamentos,8,-1189,8,10.187799954018242,0,0.3793103448275862,58,30085.888275862068
265,Fornecedor_9,2023-06-28,2023-07-18,2023-07-16,14529.45,Medicamentos,20,-1047,18,9.584001726490811,0,0.22727272727272727,44,26572.065454545453
266,Fornecedor_6,2023-10-28,2023-11-14,2023-11-13,43126.51,Insumos,17,-928,16,10.671916355538489,0,0.28888888888888886,45,26625.86022222222
267,Fornecedor_3,2023-04-16,2023-05-05,2023-05-04,15961.28,Tecnologia,19,-1121,18,9.677983717943548,0,0.24444444444444444,45,23814.126444444442
268,Fornecedor_17,2023-07-02,2023-07-13,2023-07-12,10608.8,Insumos,11,-1052,10,9.269533381288987,0,0.37037037037037035,54,25592.20962962963
269,Fornecedor_10,2023-09-14,2023-09-24,2023-09-24,10473.11,Equipamentos,10,-979,10,9.256661776980199,0,0.34545454545454546,55,25275.839636363635
270,Fornecedor_4,2023-12-09,2023-12-16,2023-12-15,35657.99,Equipamentos,7,-896,6,10.481756567964988,0,0.32,50,24059.582799999996
271,Fornecedor_5,2023-09-30,2023-10-15,2023-10-15,22098.02,Medicamentos,15,-958,15,10.003288542631221,0,0.41304347826086957,46,26724.331521739132
272,Fornecedor_11,2023-10-03,2023-10-23,2023-10-21,27204.54,Equipamentos,20,-950,18,10.211175908015441,0,0.125,48,25942.747083333335
273,Fornecedor_11,2023-09-23,2023-10-12,2023-10-11,47268.72,Medicamentos,19,-961,18,10.763625200351079,0,0.125,48,25942.747083333335
274,Fornecedor_15,2023-04-23,2023-04-29,2023-05-03,11070.2,Tecnologia,6,-1127,10,9.312102420911721,1,0.34615384615384615,52,27936.5375
275,Fornecedor_13,2023-08-09,2023-08-25,2023-08-24,10910.7,Medicamentos,16,-1009,15,9.29759088703669,0,0.2786885245901639,61,27560.733770491803
276,Fornecedor_16,2023-02-21,2023-03-10,2023-03-09,7744.8,Insumos,17,-1177,16,8.954906039963412,0,0.2545454545454545,55,23819.375818181816
277,Fornecedor_19,2023-05-19,2023-06-08,2023-06-08,48500.9,Tecnologia,20,-1087,20,10.789358251415976,0,0.3793103448275862,58,30085.888275862068
278,Fornecedor_3,2023-05-04,2023-05-27,2023-05-27,22786.82,Equipamentos,23,-1099,23,10.033981461674935,0,0.24444444444444444,45,23814.126444444442
279,Fornecedor_6,2023-11-21,2023-12-09,2023-12-08,28036.38,Tecnologia,18,-903,17,10.241293898837139,0,0.28888888888888886,45,26625.86022222222
280,Fornecedor_5,2023-09-28,2023-10-04,2023-10-03,11130.66,Insumos,6,-969,5,9.317548579599398,0,0.41304347826086957,46,26724.331521739132
281,Fornecedor_19,2023-07-11,2023-07-22,2023-07-20,44809.61,Equipamentos,11,-1043,9,10.710200220720337,0,0.3793103448275862,58,30085.888275862068
282,Fornecedor_6,2023-01-22,2023-01-28,2023-02-02,27494.95,Tecnologia,6,-1218,11,10.221794000081697,1,0.28888888888888886,45,26625.86022222222
283,Fornecedor_20,2023-06-24,2023-07-18,2023-07-21,12318.87,Medicamentos,24,-1047,27,9.418968685083787,1,0.3220338983050847,59,21740.94559322034
284,Fornecedor_5,2023-05-12,2023-05-31,2023-06-04,26967.39,Tecnologia,19,-1095,23,10.202420718393428,1,0.41304347826086957,46,26724.331521739132
285,Fornecedor_20,2023-12-11,2023-12-16,2023-12-14,35793.47,Medicamentos,5,-896,3,10.485548691183443,0,0.3220338983050847,59,21740.94559322034
286,Fornecedor_19,2023-07-28,2023-08-16,2023-08-14,24491.65,Medicamentos,19,-1018,17,10.106128351523816,0,0.3793103448275862,58,30085.888275862068
287,Fornecedor_1,2023-02-24,2023-03-02,2023-03-01,24673.93,Insumos,6,-1185,5,10.113543027418226,0,0.39215686274509803,51,26938.735098039215
288,Fornecedor_6,2023-03-13,2023-03-30,2023-04-05,12858.58,Medicamentos,17,-1157,23,9.46184433784926,1,0.28888888888888886,45,26625.86022222222
289,Fornecedor_15,2023-01-15,2023-02-05,2023-02-07,46984.36,Tecnologia,21,-1210,23,10.757591342807606,1,0.34615384615384615,52,27936.5375
290,Fornecedor_6,2023-07-25,2023-07-30,2023-07-28,40848.22,Medicamentos,5,-1035,3,10.617643005858605,0,0.28888888888888886,45,26625.86022222222
291,Fornecedor_10,2023-05-24,2023-06-11,2023-06-14,30389.6,Insumos,18,-1084,21,10.321888629052566,1,0.34545454545454546,55,25275.839636363635
292,Fornecedor_11,2023-11-06,2023-11-24,2023-11-25,26764.34,Tecnologia,18,-918,19,10.194863045903906,1,0.125,48,25942.747083333335
293,Fornecedor_3,2023-08-01,2023-08-24,2023-08-30,30952.62,Medicamentos,23,-1010,29,10.340245234116418,1,0.24444444444444444,45,23814.126444444442
294,Fornecedor_18,2023-04-25,2023-05-04,2023-05-02,28181.08,Tecnologia,9,-1122,7,10.246441593942384,0,0.3409090909090909,44,23445.405000000002
295,Fornecedor_17,2023-08-27,2023-09-11,2023-09-10,38885.97,Tecnologia,15,-992,14,10.568414512054835,0,0.37037037037037035,54,25592.20962962963
296,Fornecedor_19,2023-02-14,2023-03-04,2023-03-03,49123.25,Equipamentos,18,-1183,17,10.802108081879446,0,0.3793103448275862,58,30085.888275862068
297,Fornecedor_18,2023-02-07,2023-02-26,2023-03-03,46605.11,Equipamentos,19,-1189,24,10.74948692739863,1,0.3409090909090909,44,23445.405000000002
298,Fornecedor_5,2023-05-31,2023-06-12,2023-06-18,13500.13,Tecnologia,12,-1083,18,9.510528664627264,1,0.41304347826086957,46,26724.331521739132
299,Fornecedor_11,2023-11-29,2023-12-07,2023-12-13,22686.74,Equipamentos,8,-905,14,10.02957996946365,1,0.125,48,25942.747083333335
300,Fornecedor_2,2023-01-13,2023-01-19,2023-01-19,3177.08,Equipamentos,6,-1227,6,8.064032519844645,0,0.23255813953488372,43,24466.852790697674
301,Fornecedor_17,2023-11-12,2023-11-27,2023-11-29,34421.48,Medicamentos,15,-915,17,10.446465118303035,1,0.37037037037037035,54,25592.20962962963
302,Fornecedor_16,2023-08-04,2023-08-09,2023-08-08,35379.08,Medicamentos,5,-1025,4,10.47390422887572,0,0.2545454545454545,55,23819.375818181816
303,Fornecedor_6,2023-05-06,2023-05-16,2023-05-20,46942.81,Tecnologia,10,-1110,14,10.75670663355892,1,0.28888888888888886,45,26625.86022222222
304,Fornecedor_7,2023-02-13,2023-03-02,2023-03-01,15209.27,Tecnologia,17,-1185,16,9.629726136575073,0,0.3269230769230769,52,26954.52903846154
305,Fornecedor_2,2023-10-22,2023-11-13,2023-11-12,11582.99,Insumos,22,-929,21,9.357379251365456,0,0.23255813953488372,43,24466.852790697674
306,Fornecedor_1,2023-04-02,2023-04-17,2023-04-16,38697.49,Tecnologia,15,-1139,14,10.563555860168792,0,0.39215686274509803,51,26938.735098039215
307,Fornecedor_16,2023-04-23,2023-05-12,2023-05-12,17296.42,Tecnologia,19,-1114,19,9.75831263641647,0,0.2545454545454545,55,23819.375818181816
308,Fornecedor_19,2023-09-11,2023-09-20,2023-09-24,12909.31,Tecnologia,9,-983,13,9.465781495945889,1,0.3793103448275862,58,30085.888275862068
309,Fornecedor_3,2023-11-22,2023-12-15,2023-12-13,12235.86,Equipamentos,23,-897,21,9.41220798720763,0,0.24444444444444444,45,23814.126444444442
310,Fornecedor_10,2023-08-15,2023-09-06,2023-09-06,47254.78,Insumos,22,-997,22,10.763330253482753,0,0.34545454545454546,55,25275.839636363635
311,Fornecedor_13,2023-06-21,2023-07-15,2023-07-15,49161.62,Tecnologia,24,-1050,24,10.802888857621907,0,0.2786885245901639,61,27560.733770491803
312,Fornecedor_18,2023-07-04,2023-07-24,2023-07-29,38392.67,Medicamentos,20,-1041,25,10.555647881237594,1,0.3409090909090909,44,23445.405000000002
313,Fornecedor_7,2023-03-15,2023-04-06,2023-04-11,45682.65,Medicamentos,22,-1150,27,10.729495744815521,1,0.3269230769230769,52,26954.52903846154
314,Fornecedor_7,2023-11-05,2023-11-17,2023-11-16,9821.55,Insumos,12,-925,11,9.192436041773439,0,0.3269230769230769,52,26954.52903846154
315,Fornecedor_14,2023-03-31,2023-04-12,2023-04-11,26852.59,Tecnologia,12,-1144,11,10.198154796772002,0,0.3404255319148936,47,27536.185319148935
316,Fornecedor_9,2023-01-28,2023-02-02,2023-02-02,10247.83,Tecnologia,5,-1213,5,9.234918831709901,0,0.22727272727272727,44,26572.065454545453
317,Fornecedor_5,2023-02-13,2023-02-20,2023-02-20,6879.06,Insumos,7,-1195,7,8.836382651819594,0,0.41304347826086957,46,26724.331521739132
318,Fornecedor_3,2023-01-02,2023-01-26,2023-01-25,2465.96,Insumos,24,-1220,23,7.810741902372777,0,0.24444444444444444,45,23814.126444444442
319,Fornecedor_3,2023-12-05,2023-12-14,2023-12-18,48621.6,Insumos,9,-898,13,10.791843722376157,1,0.24444444444444444,45,23814.126444444442
320,Fornecedor_7,2023-05-08,2023-05-29,2023-05-31,43218.33,Insumos,21,-1097,23,10.674043127858349,1,0.3269230769230769,52,26954.52903846154
321,Fornecedor_8,2023-04-05,2023-04-23,2023-04-29,39998.25,Equipamentos,18,-1133,24,10.596615982920289,1,0.3269230769230769,52,28221.404230769233
322,Fornecedor_11,2023-12-07,2023-12-16,2023-12-16,8365.37,Equipamentos,9,-896,9,9.03197537765578,0,0.125,48,25942.747083333335
323,Fornecedor_6,2023-01-31,2023-02-09,2023-02-09,11100.4,Medicamentos,9,-1206,9,9.31482650547332,0,0.28888888888888886,45,26625.86022222222
324,Fornecedor_7,2023-12-26,2024-01-02,2023-12-31,9310.46,Equipamentos,7,-879,5,9.139001178599031,0,0.3269230769230769,52,26954.52903846154
325,Fornecedor_8,2023-03-06,2023-03-29,2023-04-04,24211.43,Insumos,23,-1158,29,10.09462141664241,1,0.3269230769230769,52,28221.404230769233
326,Fornecedor_13,2023-05-31,2023-06-09,2023-06-08,10292.77,Insumos,9,-1086,8,9.239294136850596,0,0.2786885245901639,61,27560.733770491803
327,Fornecedor_17,2023-04-09,2023-04-26,2023-04-25,34886.51,Tecnologia,17,-1130,16,10.459884164480151,0,0.37037037037037035,54,25592.20962962963
328,Fornecedor_6,2023-11-05,2023-11-13,2023-11-13,46554.81,Tecnologia,8,-929,8,10.748407086946916,0,0.28888888888888886,45,26625.86022222222
329,Fornecedor_10,2023-05-12,2023-05-17,2023-05-19,9319.84,Insumos,5,-1109,7,9.140008032373649,1,0.34545454545454546,55,25275.839636363635
330,Fornecedor_20,2023-03-12,2023-04-04,2023-04-06,5093.49,Equipamentos,23,-1152,25,8.535914842511245,1,0.3220338983050847,59,21740.94559322034
331,Fornecedor_15,2023-05-21,2023-06-14,2023-06-14,30508.93,Equipamentos,24,-1081,24,10.325807483378355,0,0.34615384615384615,52,27936.5375
332,Fornecedor_20,2023-10-23,2023-11-02,2023-11-01,17263.27,Tecnologia,10,-940,9,9.756394326856622,0,0.3220338983050847,59,21740.94559322034
333,Fornecedor_1,2023-08-19,2023-08-25,2023-08-24,45538.64,Tecnologia,6,-1009,5,10.726338434448145,0,0.39215686274509803,51,26938.735098039215
334,Fornecedor_7,2023-03-25,2023-03-30,2023-04-04,32323.73,Tecnologia,5,-1157,10,10.38358785093696,1,0.3269230769230769,52,26954.52903846154
335,Fornecedor_17,2023-08-28,2023-09-11,2023-09-11,13158.77,Equipamentos,14,-992,14,9.484919727522932,0,0.37037037037037035,54,25592.20962962963
336,Fornecedor_7,2023-06-26,2023-07-04,2023-07-08,25005.03,Medicamentos,8,-1061,12,10.126872274766294,1,0.3269230769230769,52,26954.52903846154
337,Fornecedor_19,2023-11-14,2023-11-25,2023-11-23,19146.04,Equipamentos,11,-917,9,9.859903413471143,0,0.3793103448275862,58,30085.888275862068
338,Fornecedor_15,2023-09-27,2023-10-13,2023-10-12,25434.03,Medicamentos,16,-960,15,10.143882636733268,0,0.34615384615384615,52,27936.5375
339,Fornecedor_2,2023-06-14,2023-07-01,2023-07-05,27651.19,Insumos,17,-1064,21,10.227460208153946,1,0.23255813953488372,43,24466.852790697674
340,Fornecedor_7,2023-10-07,2023-10-23,2023-10-25,27404.28,Tecnologia,16,-950,18,10.218490974541687,1,0.3269230769230769,52,26954.52903846154
341,Fornecedor_3,2023-05-03,2023-05-15,2023-05-18,3813.33,Tecnologia,12,-1111,15,8.246520305752517,1,0.24444444444444444,45,23814.126444444442
342,Fornecedor_19,2023-09-07,2023-09-28,2023-10-02,49212.02,Tecnologia,21,-975,25,10.803913501617302,1,0.3793103448275862,58,30085.888275862068
343,Fornecedor_7,2023-12-18,2023-12-23,2023-12-25,16414.32,Equipamentos,5,-889,7,9.70597032411059,1,0.3269230769230769,52,26954.52903846154
344,Fornecedor_14,2023-02-23,2023-03-08,2023-03-06,35140.83,Medicamentos,13,-1179,11,10.467147437789775,0,0.3404255319148936,47,27536.185319148935
345,Fornecedor_7,2023-06-19,2023-07-05,2023-07-08,49305.83,Tecnologia,16,-1060,19,10.805817889988816,1,0.3269230769230769,52,26954.52903846154
346,Fornecedor_2,2023-12-11,2024-01-04,2024-01-03,22714.99,Equipamentos,24,-877,23,10.030824360778878,0,0.23255813953488372,43,24466.852790697674
347,Fornecedor_14,2023-09-04,2023-09-19,2023-09-25,18397.65,Equipamentos,15,-984,21,9.820032571340182,1,0.3404255319148936,47,27536.185319148935
