OF_id,fornecedor,data_emissao,prazo_entrega,data_entrega_real,valor,categoria
321,Fornecedor_8,2023-04-05,2023-04-23,2023-04-29,39998.25,Equipamentos
322,Fornecedor_11,2023-12-07,2023-12-16,2023-12-16,8365.37,Equipamentos
323,Fornecedor_6,2023-01-31,2023-02-09,2023-02-09,11100.4,Medicamentos
324,Fornecedor_7,2023-12-26,2024-01-02,2023-12-31,9310.46,Equipamentos
325,Fornecedor_8,2023-03-06,2023-03-29,2023-04-04,24211.43,Insumos
326,Fornecedor_13,2023-05-31,2023-06-09,2023-06-08,10292.77,Insumos
327,Fornecedor_17,2023-04-09,2023-04-26,2023-04-25,34886.51,Tecnologia
328,Fornecedor_6,2023-11-05,2023-11-13,2023-11-13,46554.81,Tecnologia
329,Fornecedor_10,2023-05-12,2023-05-17,2023-05-19,9319.84,Insumos
330,Fornecedor_20,2023-03-12,2023-04-04,2023-04-06,5093.49,Equipamentos
331,Fornecedor_15,2023-05-21,2023-06-14,2023-06-14,30508.93,Equipamentos
332,Fornecedor_20,2023-10-23,2023-11-02,2023-11-01,17263.27,Tecnologia
333,Fornecedor_1,2023-08-19,2023-08-25,2023-08-24,45538.64,Tecnologia
334,Fornecedor_7,2023-03-25,2023-03-30,2023-04-04,32323.73,Tecnologia
335,Fornecedor_17,2023-08-28,2023-09-11,2023-09-11,13158.77,Equipamentos
336,Fornecedor_7,2023-06-26,2023-07-04,2023-07-08,25005.03,Medicamentos
337,Fornecedor_19,2023-11-14,2023-11-25,2023-11-23,19146.04,Equipamentos
338,Fornecedor_15,2023-09-27,2023-10-13,2023-10-12,25434.03,Medicamentos
339,Fornecedor_2,2023-06-14,2023-07-01,2023-07-05,27651.19,Insumos
340,Fornecedor_7,2023-10-07,2023-10-23,2023-10-25,27404.28,Tecnologia
341,Fornecedor_3,2023-05-03,2023-05-15,2023-05-18,3813.33,Tecnologia
342,Fornecedor_19,2023-09-07,2023-09-28,2023-10-02,49212.02,Tecnologia
343,Fornecedor_7,2023-12-18,2023-12-23,2023-12-25,16414.32,Equipamentos
344,Fornecedor_14,2023-02-23,2023-03-08,2023-03-06,35140.83,Medicamentos
345,Fornecedor_7,2023-06-19,2023-07-05,2023-07-08,49305.83,Tecnologia
346,Fornecedor_2,2023-12-11,2024-01-04,2024-01-03,22714.99,Equipamentos
347,Fornecedor_14,2023-09-04,2023-09-19,2023-09-25,18397.65,Equipamentos
348,Fornecedor_17,2023-08-10,2023-09-01,2023-09-01,20683.46,Insumos
349,Fornecedor_7,2023-09-02,2023-09-25,2023-09-23,17625.93,Equipamentos
350,Fornecedor_7,2023-07-24,2023-08-08,2023-08-07,15154.03,Tecnologia
351,Fornecedor_5,2023-12-05,2023-12-17,2023-12-18,29423.42,Equipamentos
352,Fornecedor_8,2023-12-29,2024-01-09,2024-01-09,6891.03,Tecnologia
353,Fornecedor_13,2023-04-16,2023-04-28,2023-04-26,40599.26,Insumos
354,Fornecedor_20,2023-02-06,2023-02-26,2023-02-24,42204.26,Medicamentos
355,Fornecedor_8,2023-04-23,2023-05-10,2023-05-11,15775.22,Equipamentos
356,Fornecedor_12,2023-05-25,2023-06-18,2023-06-17,4096.56,Equipamentos
357,Fornecedor_20,2023-06-08,2023-06-13,2023-06-12,5814.21,Insumos
358,Fornecedor_4,2023-04-26,2023-05-04,2023-05-08,13724.35,Insumos
359,Fornecedor_9,2023-04-17,2023-05-11,2023-05-11,16010.97,Tecnologia
360,Fornecedor_11,2023-08-01,2023-08-21,2023-08-21,13988.47,Equipamentos
361,Fornecedor_6,2023-10-19,2023-10-27,2023-10-25,25510.77,Equipamentos
362,Fornecedor_12,2023-12-04,2023-12-26,2023-12-25,22440.5,Tecnologia
363,Fornecedor_19,2023-09-16,2023-09-23,2023-09-22,48445.23,Insumos
364,Fornecedor_2,2023-08-02,2023-08-22,2023-08-25,19025.92,Equipamentos
365,Fornecedor_16,2023-04-04,2023-04-09,2023-04-13,39222.78,Medicamentos
366,Fornecedor_2,2023-06-14,2023-07-08,2023-07-10,33012.35,Tecnologia
367,Fornecedor_5,2023-04-20,2023-05-07,2023-05-05,39290.34,Medicamentos
368,Fornecedor_7,2023-10-30,2023-11-04,2023-11-04,36276.22,Insumos
369,Fornecedor_20,2023-12-03,2023-12-09,2023-12-11,36501.2,Tecnologia
370,Fornecedor_3,2023-10-11,2023-10-29,2023-10-28,35433.16,Medicamentos
371,Fornecedor_13,2023-11-25,2023-12-10,2023-12-10,17151.4,Medicamentos
372,Fornecedor_20,2023-01-29,2023-02-15,2023-02-17,22696.82,Insumos
373,Fornecedor_12,2023-05-11,2023-05-30,2023-05-29,19456.85,Insumos
374,Fornecedor_17,2023-08-16,2023-09-04,2023-09-06,46192.43,Tecnologia
375,Fornecedor_8,2023-10-20,2023-11-06,2023-11-06,9477.31,Medicamentos
376,Fornecedor_7,2023-08-17,2023-09-02,2023-09-02,41828.45,Medicamentos
377,Fornecedor_1,2023-06-18,2023-07-01,2023-07-07,35685.79,Tecnologia
378,Fornecedor_10,2023-01-19,2023-01-24,2023-01-23,30968.65,Insumos
379,Fornecedor_2,2023-08-14,2023-09-04,2023-09-04,41506.7,Insumos
380,Fornecedor_20,2023-11-16,2023-11-27,2023-11-26,14418.64,Medicamentos
381,Fornecedor_10,2023-02-16,2023-03-06,2023-03-06,10554.74,Medicamentos
382,Fornecedor_7,2023-12-27,2024-01-04,2024-01-03,22682.58,Medicamentos
383,Fornecedor_9,2023-08-06,2023-08-18,2023-08-16,23704.26,Medicamentos
384,Fornecedor_14,2023-04-23,2023-05-12,2023-05-16,26948.71,Medicamentos
385,Fornecedor_17,2023-12-24,2024-01-15,2024-01-14,7258.0,Equipamentos
386,Fornecedor_19,2023-01-03,2023-01-24,2023-01-23,30119.76,Insumos
387,Fornecedor_9,2023-04-09,2023-04-28,2023-04-27,27267.99,Equipamentos
388,Fornecedor_14,2023-10-12,2023-10-30,2023-10-30,29555.59,Insumos
389,Fornecedor_11,2023-07-26,2023-08-19,2023-08-18,29101.28,Tecnologia
390,Fornecedor_10,2023-07-23,2023-08-12,2023-08-11,6854.14,Equipamentos
391,Fornecedor_4,2023-06-20,2023-06-26,2023-06-24,36020.68,Tecnologia
392,Fornecedor_2,2023-10-10,2023-10-24,2023-10-22,25602.88,Equipamentos
393,Fornecedor_10,2023-08-21,2023-08-29,2023-09-02,8766.58,Medicamentos
394,Fornecedor_14,2023-02-28,2023-03-24,2023-03-22,39477.43,Equipamentos
395,Fornecedor_7,2023-02-07,2023-02-14,2023-02-17,37611.48,Equipamentos
396,Fornecedor_15,2023-08-26,2023-09-01,2023-08-31,17285.94,Insumos
397,Fornecedor_5,2023-08-23,2023-08-31,2023-09-04,2131.32,Equipamentos
398,Fornecedor_1,2023-09-25,2023-10-14,2023-10-17,14520.22,Tecnologia
399,Fornecedor_19,2023-01-07,2023-01-19,2023-01-20,17343.21,Insumos
400,Fornecedor_13,2023-04-07,2023-04-12,2023-04-13,31215.36,Tecnologia
401,Fornecedor_4,2023-05-23,2023-05-31,2023-05-29,22204.31,Medicamentos
402,Fornecedor_18,2023-04-11,2023-04-19,2023-04-18,13177.0,Insumos
403,Fornecedor_20,2023-12-10,2023-12-15,2023-12-17,20042.02,Tecnologia
404,Fornecedor_7,2023-07-23,2023-08-11,2023-08-10,16670.87,Tecnologia
405,Fornecedor_9,2023-07-11,2023-07-19,2023-07-18,40266.55,Tecnologia
406,Fornecedor_2,2023-02-02,2023-02-11,2023-02-11,49347.32,Equipamentos
407,Fornecedor_2,2023-04-21,2023-04-26,2023-04-25,11219.63,Medicamentos
408,Fornecedor_7,2023-12-14,2023-12-27,2023-12-27,20084.36,Medicamentos
409,Fornecedor_13,2023-06-27,2023-07-16,2023-07-15,29886.37,Equipamentos
410,Fornecedor_7,2023-05-09,2023-05-28,2023-05-27,31214.83,Medicamentos
411,Fornecedor_20,2023-05-31,2023-06-13,2023-06-11,6260.85,Equipamentos
412,Fornecedor_3,2023-04-08,2023-04-28,2023-04-27,28689.17,Insumos
413,Fornecedor_19,2023-06-14,2023-06-26,2023-06-28,25783.88,Tecnologia
414,Fornecedor_4,2023-10-11,2023-10-26,2023-10-24,36645.05,Medicamentos
415,Fornecedor_7,2023-06-06,2023-06-25,2023-06-25,24394.09,Tecnologia
416,Fornecedor_19,2023-02-22,2023-03-18,2023-03-16,48995.26,Insumos
417,Fornecedor_1,2023-04-13,2023-05-06,2023-05-06,47095.13,Equipamentos
418,Fornecedor_11,2023-08-11,2023-08-30,2023-08-28,28193.09,Medicamentos
419,Fornecedor_4,2023-11-03,2023-11-18,2023-11-17,6951.05,Equipamentos
420,Fornecedor_8,2023-10-30,2023-11-07,2023-11-07,44364.9,Insumos
421,Fornecedor_10,2023-01-08,2023-01-30,2023-01-28,30893.12,Tecnologia
422,Fornecedor_3,2023-09-30,2023-10-20,2023-10-19,29622.05,Equipamentos
423,Fornecedor_6,2023-08-20,2023-08-29,2023-08-29,11406.42,Equipamentos
424,Fornecedor_8,2023-06-07,2023-06-17,2023-06-19,32921.39,Tecnologia
425,Fornecedor_8,2023-09-28,2023-10-12,2023-10-10,23269.35,Equipamentos
426,Fornecedor_18,2023-12-27,2024-01-05,2024-01-03,35236.04,Insumos
427,Fornecedor_3,2023-01-31,2023-02-13,2023-02-13,30846.35,Insumos
428,Fornecedor_10,2023-05-17,2023-06-07,2023-06-07,20107.9,Tecnologia
429,Fornecedor_13,2023-06-18,2023-07-01,2023-07-02,14472.03,Insumos
430,Fornecedor_8,2023-06-08,2023-06-19,2023-06-17,41163.52,Medicamentos
431,Fornecedor_14,2023-08-09,2023-08-20,2023-08-18,15647.59,Medicamentos
432,Fornecedor_13,2023-07-12,2023-07-31,2023-07-31,42993.45,Insumos
433,Fornecedor_7,2023-08-20,2023-09-04,2023-09-05,3470.66,Insumos
434,Fornecedor_7,2023-05-21,2023-05-30,2023-05-30,37388.68,Insumos
435,Fornecedor_6,2023-05-26,2023-05-31,2023-06-01,41358.53,Insumos
436,Fornecedor_8,2023-09-08,2023-09-17,2023-09-16,36954.95,Equipamentos
437,Fornecedor_6,2023-01-11,2023-01-28,2023-01-31,46127.48,Insumos
438,Fornecedor_16,2023-01-29,2023-02-08,2023-02-07,34772.14,Insumos
439,Fornecedor_3,2023-12-04,2023-12-18,2023-12-18,11330.96,Tecnologia
440,Fornecedor_9,2023-05-14,2023-06-06,2023-06-04,13947.11,Tecnologia
441,Fornecedor_16,2023-02-12,2023-03-05,2023-03-03,4943.5,Tecnologia
442,Fornecedor_3,2023-03-28,2023-04-20,2023-04-20,24256.34,Tecnologia
443,Fornecedor_20,2023-11-10,2023-11-18,2023-11-16,13929.14,Insumos
444,Fornecedor_7,2023-11-09,2023-11-20,2023-11-18,34992.49,Tecnologia
445,Fornecedor_2,2023-03-20,2023-04-02,2023-03-31,11463.59,Medicamentos
446,Fornecedor_12,2023-12-10,2023-12-30,2024-01-05,41064.32,Equipamentos
447,Fornecedor_5,2023-07-29,2023-08-10,2023-08-10,46096.88,Equipamentos
448,Fornecedor_19,2023-07-20,2023-07-27,2023-07-26,41049.28,Equipamentos
449,Fornecedor_17,2023-11-01,2023-11-23,2023-11-23,26363.0,Equipamentos
450,Fornecedor_14,2023-10-03,2023-10-11,2023-10-11,10241.66,Insumos
451,Fornecedor_7,2023-06-03,2023-06-09,2023-06-08,46957.62,Tecnologia
452,Fornecedor_17,2023-11-30,2023-12-20,2023-12-20,30410.95,Medicamentos
453,Fornecedor_6,2023-09-30,2023-10-20,2023-10-23,31534.34,Insumos
454,Fornecedor_1,2023-09-18,2023-10-08,2023-10-14,35191.44,Insumos
455,Fornecedor_15,2023-06-05,2023-06-12,2023-06-18,13303.89,Equipamentos
456,Fornecedor_3,2023-11-21,2023-11-28,2023-11-30,7189.15,Medicamentos
457,Fornecedor_16,2023-05-12,2023-06-05,2023-06-04,15046.55,Tecnologia
458,Fornecedor_19,2023-07-06,2023-07-29,2023-08-04,31976.48,Insumos
459,Fornecedor_15,2023-01-13,2023-01-24,2023-01-22,27238.29,Insumos
460,Fornecedor_9,2023-05-11,2023-05-26,2023-05-31,4392.44,Medicamentos
461,Fornecedor_1,2023-11-29,2023-12-22,2023-12-21,24924.09,Medicamentos
462,Fornecedor_5,2023-12-19,2024-01-10,2024-01-12,16919.44,Equipamentos
463,Fornecedor_3,2023-12-19,2024-01-10,2024-01-10,42948.1,Tecnologia
464,Fornecedor_6,2023-11-14,2023-11-24,2023-11-22,44623.04,Insumos
465,Fornecedor_6,2023-12-23,2024-01-05,2024-01-04,30429.79,Insumos
466,Fornecedor_17,2023-11-27,2023-12-16,2023-12-19,15798.7,Medicamentos
467,Fornecedor_9,2023-06-08,2023-07-01,2023-06-29,44198.82,Medicamentos
468,Fornecedor_15,2023-05-14,2023-06-03,2023-06-02,25151.59,Insumos
469,Fornecedor_19,2023-05-25,2023-06-18,2023-06-18,32370.2,Insumos
470,Fornecedor_16,2023-12-18,2023-12-23,2023-12-29,49555.14,Medicamentos
471,Fornecedor_4,2023-04-07,2023-04-17,2023-04-17,45851.34,Tecnologia
472,Fornecedor_17,2023-08-25,2023-09-07,2023-09-08,19852.3,Tecnologia
473,Fornecedor_14,2023-10-15,2023-11-07,2023-11-13,49302.7,Insumos
474,Fornecedor_5,2023-08-24,2023-09-07,2023-09-13,10749.87,Tecnologia
475,Fornecedor_13,2023-04-10,2023-04-19,2023-04-17,31019.44,Medicamentos
476,Fornecedor_9,2023-10-28,2023-11-18,2023-11-18,6621.96,Tecnologia
477,Fornecedor_16,2023-10-08,2023-10-28,2023-10-28,23879.71,Medicamentos
478,Fornecedor_6,2023-12-02,2023-12-07,2023-12-05,38500.63,Insumos
479,Fornecedor_16,2023-01-22,2023-02-15,2023-02-14,42943.34,Insumos
480,Fornecedor_7,2023-11-30,2023-12-14,2023-12-14,36145.79,Insumos
481,Fornecedor_9,2023-02-03,2023-02-14,2023-02-14,46882.19,Medicamentos
482,Fornecedor_12,2023-01-05,2023-01-10,2023-01-10,44722.75,Medicamentos
483,Fornecedor_4,2023-02-09,2023-03-02,2023-03-01,8572.04,Medicamentos
484,Fornecedor_8,2023-05-05,2023-05-28,2023-05-26,46049.7,Insumos
485,Fornecedor_15,2023-03-09,2023-03-30,2023-03-30,25110.49,Equipamentos
486,Fornecedor_15,2023-06-12,2023-06-18,2023-06-18,39786.9,Tecnologia
487,Fornecedor_3,2023-06-12,2023-06-26,2023-06-28,29903.36,Equipamentos
488,Fornecedor_5,2023-02-12,2023-02-17,2023-02-15,31622.65,Tecnologia
489,Fornecedor_16,2023-12-01,2023-12-18,2023-12-16,29048.44,Insumos
490,Fornecedor_14,2023-07-30,2023-08-04,2023-08-05,9036.41,Equipamentos
491,Fornecedor_19,2023-12-25,2024-01-07,2024-01-09,16752.7,Insumos
492,Fornecedor_20,2023-02-08,2023-03-02,2023-02-28,24307.13,Medicamentos
493,Fornecedor_5,2023-06-26,2023-07-20,2023-07-19,21433.63,Equipamentos
494,Fornecedor_9,2023-05-03,2023-05-09,2023-05-09,21040.69,Equipamentos
495,Fornecedor_17,2023-07-29,2023-08-21,2023-08-21,7784.98,Medicamentos
496,Fornecedor_20,2023-09-19,2023-10-08,2023-10-06,47387.35,Medicamentos
497,Fornecedor_3,2023-08-19,2023-08-27,2023-08-29,45766.34,Insumos
498,Fornecedor_10,2023-08-08,2023-08-15,2023-08-15,13338.93,Equipamentos
499,Fornecedor_9,2023-10-24,2023-11-15,2023-11-15,35957.97,Tecnologia
500,Fornecedor_9,2023-07-17,2023-07-28,2023-07-27,40101.59,Insumos
501,Fornecedor_4,2023-01-06,2023-01-16,2023-01-22,40546.25,Medicamentos
502,Fornecedor_20,2023-01-08,2023-01-14,2023-01-12,6226.32,Insumos
503,Fornecedor_3,2023-10-21,2023-11-07,2023-11-06,2681.69,Tecnologia
504,Fornecedor_15,2023-12-28,2024-01-07,2024-01-09,15494.03,Medicamentos
505,Fornecedor_19,2023-12-01,2023-12-21,2023-12-26,3555.74,Tecnologia
506,Fornecedor_7,2023-02-03,2023-02-09,2023-02-08,26000.6,Insumos
507,Fornecedor_20,2023-01-28,2023-02-08,2023-02-08,9844.63,Insumos
508,Fornecedor_5,2023-06-29,2023-07-19,2023-07-19,46214.25,Tecnologia
509,Fornecedor_8,2023-03-19,2023-03-27,2023-03-26,26849.27,Insumos
510,Fornecedor_20,2023-01-31,2023-02-05,2023-02-10,25949.99,Equipamentos
511,Fornecedor_20,2023-06-24,2023-07-11,2023-07-09,10784.06,Medicamentos
512,Fornecedor_15,2023-01-10,2023-01-29,2023-02-02,25910.84,Tecnologia
513,Fornecedor_11,2023-11-20,2023-11-28,2023-11-26,2004.65,Tecnologia
514,Fornecedor_14,2023-09-17,2023-09-24,2023-09-25,2079.07,Equipamentos
515,Fornecedor_16,2023-11-07,2023-11-23,2023-11-22,24325.84,Insumos
516,Fornecedor_18,2023-12-20,2024-01-03,2024-01-02,13117.06,Tecnologia
517,Fornecedor_4,2023-08-16,2023-09-04,2023-09-03,3619.02,Tecnologia
518,Fornecedor_17,2023-03-22,2023-04-13,2023-04-18,4097.48,Tecnologia
519,Fornecedor_17,2023-10-12,2023-10-30,2023-10-28,15667.23,Equipamentos
520,Fornecedor_15,2023-06-15,2023-07-08,2023-07-08,42824.17,Tecnologia
521,Fornecedor_15,2023-12-01,2023-12-10,2023-12-10,6166.8,Medicamentos
522,Fornecedor_14,2023-12-26,2024-01-07,2024-01-06,19739.23,Medicamentos
523,Fornecedor_13,2023-02-22,2023-03-02,2023-02-28,22250.85,Insumos
524,Fornecedor_8,2023-10-30,2023-11-16,2023-11-15,46679.05,Medicamentos
525,Fornecedor_19,2023-03-05,2023-03-27,2023-03-27,13103.31,Tecnologia
526,Fornecedor_16,2023-05-04,2023-05-22,2023-05-22,49451.22,Insumos
527,Fornecedor_4,2023-08-10,2023-08-22,2023-08-21,5386.33,Insumos
528,Fornecedor_15,2023-05-27,2023-06-10,2023-06-11,10055.17,Tecnologia
529,Fornecedor_6,2023-06-07,2023-06-20,2023-06-20,11624.78,Insumos
530,Fornecedor_16,2023-02-09,2023-02-21,2023-02-26,39249.11,Medicamentos
531,Fornecedor_7,2023-10-12,2023-10-17,2023-10-16,18880.19,Tecnologia
532,Fornecedor_4,2023-02-24,2023-03-18,2023-03-18,3541.61,Insumos
533,Fornecedor_1,2023-01-30,2023-02-13,2023-02-17,35712.93,Equipamentos
534,Fornecedor_20,2023-07-03,2023-07-15,2023-07-14,27605.21,Medicamentos
535,Fornecedor_3,2023-12-26,2024-01-01,2023-12-31,3993.69,Insumos
536,Fornecedor_18,2023-12-13,2023-12-21,2023-12-21,41921.67,Medicamentos
537,Fornecedor_13,2023-12-29,2024-01-14,2024-01-13,9703.6,Insumos
538,Fornecedor_8,2023-05-26,2023-06-07,2023-06-07,39680.15,Tecnologia
539,Fornecedor_13,2023-03-13,2023-04-05,2023-04-11,22942.98,Tecnologia
540,Fornecedor_1,2023-04-02,2023-04-25,2023-04-24,38587.46,Equipamentos
541,Fornecedor_12,2023-07-04,2023-07-10,2023-07-10,10759.3,Tecnologia
542,Fornecedor_13,2023-02-21,2023-02-28,2023-02-28,32066.27,Tecnologia
543,Fornecedor_18,2023-07-24,2023-07-31,2023-07-30,16177.24,Equipamentos
544,Fornecedor_6,2023-03-04,2023-03-26,2023-03-24,9505.28,Medicamentos
545,Fornecedor_10,2023-04-13,2023-04-29,2023-04-28,25646.74,Equipamentos
546,Fornecedor_20,2023-06-29,2023-07-22,2023-07-28,48674.08,Equipamentos
547,Fornecedor_10,2023-04-07,2023-04-23,2023-04-22,32248.22,Medicamentos
548,Fornecedor_7,2023-01-31,2023-02-16,2023-02-19,4186.24,Tecnologia
549,Fornecedor_16,2023-05-31,2023-06-24,2023-06-28,4578.25,Tecnologia
550,Fornecedor_2,2023-09-19,2023-09-27,2023-09-25,25267.25,Medicamentos
551,Fornecedor_8,2023-04-06,2023-04-30,2023-04-28,32981.28,Medicamentos
552,Fornecedor_13,2023-12-28,2024-01-02,2024-01-01,27316.04,Tecnologia
553,Fornecedor_5,2023-07-24,2023-08-17,2023-08-16,23531.57,Medicamentos
554,Fornecedor_5,2023-04-27,2023-05-19,2023-05-19,31349.7,Tecnologia
555,Fornecedor_10,2023-01-23,2023-01-28,2023-01-28,9137.19,Insumos
556,Fornecedor_16,2023-08-10,2023-08-18,2023-08-23,33049.15,Medicamentos
557,Fornecedor_18,2023-10-13,2023-11-04,2023-11-04,7510.91,Equipamentos
558,Fornecedor_10,2023-01-19,2023-01-29,2023-01-28,39668.24,Medicamentos
559,Fornecedor_14,2023-02-22,2023-03-10,2023-03-09,41455.45,Equipamentos
560,Fornecedor_20,2023-05-03,2023-05-13,2023-05-12,24061.93,Equipamentos
561,Fornecedor_16,2023-02-01,2023-02-15,2023-02-15,17496.97,Tecnologia
562,Fornecedor_16,2023-11-02,2023-11-21,2023-11-21,5440.33,Insumos
563,Fornecedor_19,2023-08-15,2023-08-30,2023-08-31,33111.14,Insumos
564,Fornecedor_9,2023-08-10,2023-08-15,2023-08-19,45312.54,Equipamentos
565,Fornecedor_12,2023-06-23,2023-07-04,2023-07-04,39590.31,Tecnologia
566,Fornecedor_19,2023-08-24,2023-09-08,2023-09-06,38498.27,Medicamentos
567,Fornecedor_3,2023-12-09,2023-12-22,2023-12-21,43549.98,Equipamentos
568,Fornecedor_20,2023-09-29,2023-10-22,2023-10-21,35279.37,Medicamentos
569,Fornecedor_3,2023-07-19,2023-08-01,2023-07-30,30599.71,Equipamentos
570,Fornecedor_7,2023-06-26,2023-07-06,2023-07-09,7127.34,Tecnologia
571,Fornecedor_18,2023-07-31,2023-08-21,2023-08-19,39352.67,Medicamentos
572,Fornecedor_1,2023-10-11,2023-10-31,2023-11-03,48998.02,Insumos
573,Fornecedor_15,2023-10-27,2023-11-09,2023-11-07,23629.68,Insumos
574,Fornecedor_17,2023-05-28,2023-06-12,2023-06-15,21477.15,Insumos
575,Fornecedor_4,2023-03-21,2023-04-13,2023-04-11,38749.95,Medicamentos
576,Fornecedor_19,2023-11-23,2023-12-08,2023-12-10,39278.84,Insumos
577,Fornecedor_10,2023-12-11,2023-12-24,2023-12-24,18135.03,Tecnologia
578,Fornecedor_13,2023-08-03,2023-08-12,2023-08-10,41840.09,Equipamentos
579,Fornecedor_11,2023-01-12,2023-02-03,2023-02-07,10226.37,Insumos
580,Fornecedor_2,2023-08-18,2023-09-10,2023-09-08,13752.72,Tecnologia
581,Fornecedor_15,2023-04-04,2023-04-26,2023-04-25,44319.66,Insumos
582,Fornecedor_2,2023-09-29,2023-10-18,2023-10-16,28660.76,Tecnologia
583,Fornecedor_17,2023-06-29,2023-07-17,2023-07-16,44624.64,Medicamentos
584,Fornecedor_1,2023-12-09,2023-12-30,2023-12-30,15654.09,Medicamentos
585,Fornecedor_18,2023-02-15,2023-03-09,2023-03-07,34901.12,Medicamentos
586,Fornecedor_9,2023-05-31,2023-06-21,2023-06-26,42422.26,Insumos
587,Fornecedor_9,2023-04-20,2023-05-12,2023-05-16,40257.55,Equipamentos
588,Fornecedor_15,2023-04-14,2023-05-08,2023-05-08,28111.98,Tecnologia
589,Fornecedor_16,2023-06-18,2023-07-07,2023-07-12,27889.38,Insumos
590,Fornecedor_10,2023-06-22,2023-07-07,2023-07-07,12558.12,Insumos
591,Fornecedor_14,2023-10-01,2023-10-10,2023-10-08,31127.91,Medicamentos
592,Fornecedor_16,2023-12-30,2024-01-11,2024-01-11,25651.03,Insumos
593,Fornecedor_5,2023-03-30,2023-04-06,2023-04-11,35975.11,Medicamentos
594,Fornecedor_16,2023-08-19,2023-09-02,2023-09-02,44590.82,Equipamentos
595,Fornecedor_11,2023-08-29,2023-09-06,2023-09-06,36428.59,Medicamentos
596,Fornecedor_8,2023-12-20,2024-01-12,2024-01-10,26662.0,Equipamentos
597,Fornecedor_7,2023-03-24,2023-04-11,2023-04-13,23284.61,Medicamentos
598,Fornecedor_10,2023-01-15,2023-01-31,2023-01-30,9961.62,Medicamentos
599,Fornecedor_20,2023-06-14,2023-07-02,2023-07-02,5150.47,Insumos
600,Fornecedor_19,2023-01-27,2023-02-03,2023-02-02,37776.96,Insumos
601,Fornecedor_13,2023-12-11,2024-01-02,2024-01-05,4018.91,Equipamentos
602,Fornecedor_8,2023-01-23,2023-01-30,2023-01-28,39915.52,Medicamentos
603,Fornecedor_16,2023-10-18,2023-11-11,2023-11-16,8823.44,Medicamentos
604,Fornecedor_16,2023-12-17,2023-12-25,2023-12-25,5268.12,Medicamentos
605,Fornecedor_11,2023-01-22,2023-02-15,2023-02-14,25714.64,Medicamentos
606,Fornecedor_8,2023-07-16,2023-07-23,2023-07-24,44770.12,Medicamentos
607,Fornecedor_9,2023-06-26,2023-07-11,2023-07-11,35696.81,Insumos
608,Fornecedor_17,2023-04-29,2023-05-12,2023-05-12,20093.13,Medicamentos
609,Fornecedor_3,2023-05-27,2023-06-12,2023-06-12,12007.71,Equipamentos
610,Fornecedor_5,2023-12-20,2024-01-11,2024-01-12,45742.8,Tecnologia
611,Fornecedor_4,2023-05-20,2023-05-29,2023-05-31,13715.57,Insumos
612,Fornecedor_8,2023-05-20,2023-06-08,2023-06-13,25760.36,Insumos
613,Fornecedor_18,2023-11-29,2023-12-07,2023-12-06,29285.17,Tecnologia
614,Fornecedor_8,2023-03-10,2023-03-23,2023-03-26,15145.03,Medicamentos
615,Fornecedor_15,2023-06-23,2023-07-09,2023-07-15,26610.45,Insumos
616,Fornecedor_12,2023-07-12,2023-07-20,2023-07-26,42625.08,Equipamentos
617,Fornecedor_20,2023-03-31,2023-04-13,2023-04-16,12165.02,Insumos
618,Fornecedor_12,2023-02-10,2023-03-04,2023-03-04,29409.36,Tecnologia
619,Fornecedor_14,2023-09-21,2023-10-15,2023-10-19,6696.28,Tecnologia
620,Fornecedor_3,2023-09-21,2023-10-10,2023-10-10,23581.23,Insumos
621,Fornecedor_13,2023-09-04,2023-09-09,2023-09-08,36629.41,Equipamentos
622,Fornecedor_4,2023-10-17,2023-10-24,2023-10-23,44573.04,Medicamentos
623,Fornecedor_19,2023-02-28,2023-03-24,2023-03-26,11425.86,Tecnologia
624,Fornecedor_15,2023-09-21,2023-10-14,2023-10-12,47782.84,Medicamentos
625,Fornecedor_13,2023-06-12,2023-07-03,2023-07-03,5336.6,Tecnologia
626,Fornecedor_15,2023-05-13,2023-05-28,2023-05-31,40034.25,Medicamentos
627,Fornecedor_2,2023-04-29,2023-05-18,2023-05-16,8380.4,Medicamentos
628,Fornecedor_8,2023-12-26,2024-01-15,2024-01-17,48151.58,Tecnologia
629,Fornecedor_4,2023-06-28,2023-07-08,2023-07-08,15030.02,Insumos
630,Fornecedor_9,2023-03-18,2023-03-31,2023-03-31,15818.43,Medicamentos
631,Fornecedor_15,2023-09-12,2023-09-23,2023-09-21,43443.77,Medicamentos
632,Fornecedor_11,2023-12-19,2024-01-12,2024-01-12,25456.55,Insumos
633,Fornecedor_16,2023-04-25,2023-05-12,2023-05-11,29310.98,Insumos
634,Fornecedor_3,2023-04-03,2023-04-09,2023-04-15,41031.09,Insumos
635,Fornecedor_2,2023-11-24,2023-12-03,2023-12-02,45620.28,Tecnologia
636,Fornecedor_16,2023-08-09,2023-09-01,2023-09-02,24449.03,Equipamentos
637,Fornecedor_12,2023-08-28,2023-09-06,2023-09-04,40089.25,Medicamentos
638,Fornecedor_4,2023-06-03,2023-06-24,2023-06-22,43506.94,Tecnologia
639,Fornecedor_9,2023-09-05,2023-09-24,2023-09-29,15419.71,Insumos
640,Fornecedor_7,2023-12-20,2024-01-06,2024-01-04,17397.26,Medicamentos
641,Fornecedor_13,2023-01-02,2023-01-10,2023-01-09,20443.13,Insumos
